,EthnicGroup,ParentEduc,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
22517,2,2,1,2,2,0,2.0,1,0,63,67,53,0.0,1.0,0.0,1.0
22518,4,0,1,1,2,0,1.0,0,0,100,84,85,0.0,1.0,0.0,1.0
22519,3,2,0,1,1,1,0.0,0,0,63,68,69,0.0,1.0,0.0,1.0
22520,1,1,0,1,0,1,5.0,2,1,84,93,95,1.0,0.0,0.0,1.0
22521,4,5,0,1,1,0,1.0,1,0,82,81,78,0.0,1.0,0.0,1.0
22522,1,5,0,1,1,1,3.0,1,1,33,47,48,1.0,0.0,1.0,0.0
22523,1,6,1,2,2,1,1.0,1,0,61,68,72,1.0,0.0,0.0,1.0
22524,3,1,1,2,1,1,0.0,2,1,60,54,58,0.0,1.0,0.0,1.0
22525,2,6,1,2,2,1,4.0,1,1,54,53,50,0.0,1.0,1.0,0.0
22526,2,3,1,2,0,1,2.0,1,0,62,67,67,1.0,0.0,0.0,1.0
22527,3,2,1,1,0,0,2.0,1,1,54,62,51,0.0,1.0,1.0,0.0
22528,0,2,1,0,0,0,3.0,0,0,60,76,67,1.0,0.0,0.0,1.0
22529,3,2,0,2,0,1,2.0,1,2,77,80,71,0.0,1.0,0.0,1.0
22530,3,5,1,0,1,0,4.0,0,0,52,50,44,0.0,1.0,1.0,0.0
22531,2,1,1,1,1,1,3.0,1,2,29,37,38,1.0,0.0,1.0,0.0
22532,2,2,0,1,2,1,3.0,1,2,55,62,67,1.0,0.0,0.0,1.0
22533,1,6,0,1,1,1,2.0,1,2,44,58,59,0.0,1.0,0.0,1.0
22534,2,5,1,1,1,0,7.0,0,0,44,51,55,1.0,0.0,1.0,0.0
22535,4,0,0,1,2,1,1.0,0,0,82,88,81,0.0,1.0,1.0,0.0
22536,2,1,1,0,2,0,1.0,1,0,59,62,57,1.0,0.0,0.0,1.0
22537,4,2,0,1,0,0,4.0,1,1,52,62,55,1.0,0.0,0.0,1.0
22538,0,5,1,0,0,1,0.0,1,0,67,82,78,1.0,0.0,0.0,1.0
22539,4,1,1,1,2,1,2.0,1,1,79,72,66,0.0,1.0,0.0,1.0
22540,1,0,1,1,2,0,2.0,1,0,39,48,47,1.0,0.0,1.0,0.0
22541,3,2,1,1,2,0,2.0,1,1,70,76,77,1.0,0.0,0.0,1.0
22542,4,0,0,2,2,0,2.0,0,0,59,63,66,1.0,0.0,1.0,0.0
22543,0,4,1,1,2,1,0.0,1,0,76,69,69,0.0,1.0,0.0,1.0
22544,0,6,0,0,0,1,2.0,0,1,50,61,59,0.0,1.0,1.0,0.0
22545,4,0,1,2,1,0,3.0,0,0,81,73,68,0.0,1.0,0.0,1.0
22546,1,2,0,0,0,0,2.0,1,0,75,77,83,1.0,0.0,1.0,0.0
22547,0,5,0,1,1,0,2.0,0,0,67,83,79,1.0,0.0,1.0,0.0
22548,2,0,1,1,0,1,1.0,2,2,79,94,90,1.0,0.0,0.0,1.0
22549,3,5,1,1,2,1,1.0,1,0,89,79,76,0.0,1.0,0.0,1.0
22550,4,3,1,2,2,1,2.0,2,0,74,78,76,0.0,1.0,1.0,0.0
22551,3,6,1,1,2,1,7.0,0,0,41,43,44,1.0,0.0,0.0,1.0
22552,2,0,1,1,0,1,3.0,0,1,74,66,64,0.0,1.0,0.0,1.0
22553,1,5,1,1,2,1,1.0,1,2,84,95,94,1.0,0.0,0.0,1.0
22554,3,2,1,0,2,0,1.0,1,0,93,87,87,1.0,0.0,0.0,1.0
22555,2,6,0,1,2,0,4.0,0,1,70,75,76,0.0,1.0,0.0,1.0
22556,3,2,1,0,2,1,3.0,0,0,47,47,43,0.0,1.0,0.0,1.0
22557,3,5,1,1,1,1,2.0,0,0,63,50,53,0.0,1.0,0.0,1.0
22558,4,3,0,1,2,1,4.0,1,1,97,98,95,0.0,1.0,0.0,1.0
22559,2,2,1,1,1,1,2.0,0,0,51,54,47,0.0,1.0,1.0,0.0
22560,1,0,1,1,2,1,3.0,0,2,50,49,52,0.0,1.0,1.0,0.0
22561,2,5,0,1,1,1,0.0,1,2,64,84,80,1.0,0.0,1.0,0.0
22562,2,6,0,2,1,1,1.0,1,0,77,88,88,1.0,0.0,1.0,0.0
22563,2,0,0,2,2,0,3.0,0,0,80,81,87,1.0,0.0,1.0,0.0
22564,3,0,1,0,2,0,3.0,2,1,80,77,66,0.0,1.0,0.0,1.0
22565,0,2,1,1,2,1,3.0,0,1,76,78,77,1.0,0.0,0.0,1.0
22566,3,2,1,2,2,0,5.0,1,2,84,71,71,0.0,1.0,0.0,1.0
22567,2,5,1,1,2,0,2.0,0,0,55,56,52,0.0,1.0,0.0,1.0
22568,2,5,1,0,2,1,2.0,0,2,66,84,78,1.0,0.0,0.0,1.0
22569,2,5,1,1,2,0,1.0,0,0,61,73,69,1.0,0.0,0.0,1.0
22570,1,4,0,2,2,0,2.0,2,0,79,100,97,1.0,0.0,0.0,1.0
22571,2,5,1,2,2,0,4.0,1,2,44,51,54,1.0,0.0,1.0,0.0
22572,2,5,1,2,2,1,2.0,0,0,73,83,80,1.0,0.0,0.0,1.0
22573,1,5,0,1,0,1,2.0,0,1,40,44,43,0.0,1.0,1.0,0.0
22574,2,4,1,2,1,1,1.0,1,1,45,37,37,0.0,1.0,0.0,1.0
22575,3,6,1,3,1,0,4.0,1,0,53,52,63,0.0,1.0,1.0,0.0
22576,3,1,1,1,0,1,2.0,0,1,67,54,58,0.0,1.0,1.0,0.0
22577,2,5,1,0,0,1,0.0,1,2,75,97,89,1.0,0.0,0.0,1.0
22578,2,4,1,2,0,0,5.0,1,0,61,68,62,1.0,0.0,0.0,1.0
22579,2,5,1,3,2,0,5.0,2,1,48,59,60,1.0,0.0,0.0,1.0
22580,4,5,1,1,1,1,2.0,0,1,80,55,53,0.0,1.0,0.0,1.0
22581,3,3,1,1,0,1,1.0,1,2,81,71,81,0.0,1.0,0.0,1.0
22582,2,1,0,1,1,1,3.0,0,1,49,53,62,1.0,0.0,0.0,1.0
22583,3,5,1,2,1,1,1.0,0,2,73,69,74,0.0,1.0,0.0,1.0
22584,3,6,1,2,2,1,4.0,2,0,67,57,56,0.0,1.0,0.0,1.0
22585,2,2,0,2,2,1,2.0,1,0,86,93,98,1.0,0.0,0.0,1.0
22586,3,5,1,2,2,1,1.0,0,0,60,51,53,0.0,1.0,1.0,0.0
22587,1,3,1,3,0,1,3.0,1,0,60,52,52,0.0,1.0,0.0,1.0
22588,1,0,1,1,1,1,4.0,0,0,83,84,76,0.0,1.0,1.0,0.0
22589,2,6,0,0,1,0,2.0,0,0,42,56,53,1.0,0.0,1.0,0.0
22590,0,1,0,1,1,0,2.0,1,2,94,84,90,0.0,1.0,0.0,1.0
22591,2,6,1,1,2,1,5.0,1,0,51,47,42,0.0,1.0,1.0,0.0
22592,2,3,0,1,2,1,6.0,2,0,71,86,86,1.0,0.0,1.0,0.0
22593,1,0,1,1,1,1,1.0,1,0,52,52,50,0.0,1.0,1.0,0.0
22594,2,6,0,1,1,1,4.0,0,0,76,82,73,0.0,1.0,1.0,0.0
22595,4,5,1,1,0,1,2.0,0,0,71,78,77,1.0,0.0,1.0,0.0
22596,0,0,1,1,2,1,7.0,1,2,89,73,70,0.0,1.0,0.0,1.0
22597,3,5,0,2,2,1,5.0,2,0,75,81,88,1.0,0.0,0.0,1.0
22598,2,5,1,0,1,1,7.0,0,1,47,45,48,0.0,1.0,1.0,0.0
22599,1,6,1,1,1,0,2.0,0,0,65,73,68,1.0,0.0,0.0,1.0
22600,2,1,1,0,1,1,3.0,1,0,91,84,79,0.0,1.0,0.0,1.0
22601,4,0,0,1,2,1,2.0,1,0,56,69,74,1.0,0.0,1.0,0.0
22602,3,2,1,1,2,0,3.0,1,1,87,79,81,0.0,1.0,0.0,1.0
22603,0,6,1,1,2,0,2.0,1,0,71,72,71,0.0,1.0,0.0,1.0
22604,3,3,1,2,1,1,4.0,0,2,88,89,88,1.0,0.0,1.0,0.0
22605,1,6,1,1,2,1,3.0,1,2,46,44,41,0.0,1.0,0.0,1.0
22606,4,5,0,1,2,1,3.0,0,0,79,85,93,1.0,0.0,0.0,1.0
22607,3,0,1,1,2,0,1.0,1,0,97,100,100,1.0,0.0,0.0,1.0
22608,2,5,1,1,2,0,2.0,1,0,45,43,40,0.0,1.0,1.0,0.0
22609,2,5,1,1,2,0,2.0,0,2,77,88,84,1.0,0.0,1.0,0.0
22610,1,2,1,2,0,1,2.0,0,0,71,67,61,0.0,1.0,0.0,1.0
22611,3,6,1,0,2,1,2.0,2,0,74,62,64,0.0,1.0,0.0,1.0
22612,1,0,1,0,2,1,1.0,0,1,47,57,54,1.0,0.0,1.0,0.0
22613,1,6,0,2,1,1,1.0,2,0,60,42,52,0.0,1.0,0.0,1.0
22614,2,2,0,1,2,1,1.0,1,0,50,64,66,1.0,0.0,0.0,1.0
22615,3,6,1,1,1,1,4.0,1,1,23,23,17,0.0,1.0,1.0,0.0
22616,3,5,0,2,1,0,4.0,0,0,50,57,59,0.0,1.0,1.0,0.0
22617,3,5,1,2,2,1,4.0,1,0,87,95,96,1.0,0.0,0.0,1.0
22618,4,0,1,0,2,1,1.0,0,0,89,100,97,1.0,0.0,0.0,1.0
22619,3,6,1,1,1,0,2.0,1,0,48,42,46,0.0,1.0,0.0,1.0
22620,2,5,1,1,2,0,2.0,1,2,97,86,79,0.0,1.0,0.0,1.0
22621,2,5,1,1,2,0,1.0,1,0,90,85,83,1.0,0.0,0.0,1.0
22622,4,3,1,1,1,1,0.0,1,0,74,63,57,0.0,1.0,1.0,0.0
22623,1,5,1,1,1,1,0.0,1,1,83,87,81,0.0,1.0,0.0,1.0
22624,3,2,1,3,1,1,2.0,0,0,79,70,69,0.0,1.0,0.0,1.0
22625,2,5,1,1,2,0,3.0,1,0,88,80,78,0.0,1.0,0.0,1.0
22626,3,2,1,1,2,1,3.0,0,1,37,37,34,0.0,1.0,1.0,0.0
22627,2,4,1,2,2,1,4.0,1,0,82,66,63,0.0,1.0,0.0,1.0
22628,3,0,1,1,0,0,1.0,0,1,63,71,67,1.0,0.0,0.0,1.0
22629,2,0,1,1,2,0,1.0,1,0,59,68,77,1.0,0.0,0.0,1.0
22630,0,0,0,1,1,0,2.0,1,0,89,95,96,1.0,0.0,0.0,1.0
22631,1,6,1,0,2,1,2.0,1,1,43,51,50,1.0,0.0,1.0,0.0
22632,2,0,1,2,1,1,4.0,0,2,100,90,90,0.0,1.0,0.0,1.0
22633,2,6,1,1,2,1,5.0,0,0,53,57,46,0.0,1.0,1.0,0.0
22634,3,4,0,0,0,1,1.0,0,2,62,64,63,0.0,1.0,1.0,0.0
22635,2,2,0,2,1,1,2.0,0,2,61,66,70,0.0,1.0,1.0,0.0
22636,2,4,1,2,1,1,2.0,1,1,46,50,43,0.0,1.0,1.0,0.0
22637,4,2,0,2,2,0,1.0,0,0,75,67,66,0.0,1.0,0.0,1.0
22638,2,2,1,1,1,1,1.0,2,1,62,85,83,1.0,0.0,1.0,0.0
22639,3,6,0,2,1,0,3.0,2,2,59,63,63,0.0,1.0,1.0,0.0
22640,2,5,1,1,1,0,2.0,1,1,53,48,52,0.0,1.0,1.0,0.0
22641,4,6,1,1,2,1,0.0,0,0,68,61,53,0.0,1.0,0.0,1.0
22642,2,5,0,2,0,0,3.0,1,0,70,82,84,1.0,0.0,1.0,0.0
22643,2,1,0,1,2,1,2.0,1,2,89,90,93,0.0,1.0,0.0,1.0
22644,2,5,1,0,1,1,1.0,1,0,70,62,69,1.0,0.0,0.0,1.0
22645,3,4,1,2,2,0,2.0,1,0,74,66,67,0.0,1.0,0.0,1.0
22646,2,3,1,1,0,1,1.0,1,1,76,68,69,0.0,1.0,0.0,1.0
22647,1,5,0,1,2,0,2.0,1,0,63,58,58,0.0,1.0,0.0,1.0
22648,3,5,0,1,1,1,3.0,2,0,51,62,63,1.0,0.0,1.0,0.0
22649,4,5,1,1,2,0,1.0,1,0,69,69,60,0.0,1.0,0.0,1.0
22650,4,2,0,0,2,1,2.0,1,2,73,75,79,1.0,0.0,0.0,1.0
22651,2,2,1,2,2,1,2.0,1,0,72,81,84,1.0,0.0,0.0,1.0
22652,3,1,1,1,2,1,4.0,0,0,60,52,47,0.0,1.0,0.0,1.0
22653,4,3,1,1,1,1,2.0,1,0,78,84,88,1.0,0.0,0.0,1.0
22654,1,6,0,2,1,0,2.0,1,2,73,66,62,0.0,1.0,0.0,1.0
22655,4,3,1,2,2,0,2.0,1,0,94,72,79,0.0,1.0,0.0,1.0
22656,2,1,1,1,1,1,1.0,1,0,93,81,87,0.0,1.0,0.0,1.0
22657,1,0,0,0,1,0,1.0,0,2,65,64,62,0.0,1.0,1.0,0.0
22658,2,5,1,2,2,1,7.0,1,1,51,50,47,0.0,1.0,0.0,1.0
22659,3,2,1,1,0,0,1.0,2,0,54,56,57,1.0,0.0,0.0,1.0
22660,2,5,1,2,1,1,0.0,1,1,49,49,56,1.0,0.0,0.0,1.0
22661,2,2,1,0,2,0,2.0,2,0,76,72,62,0.0,1.0,0.0,1.0
22662,4,5,0,0,2,1,0.0,1,1,79,81,86,1.0,0.0,0.0,1.0
22663,3,4,1,0,2,1,3.0,1,0,71,69,63,0.0,1.0,1.0,0.0
22664,2,3,1,3,1,1,3.0,0,1,61,79,84,1.0,0.0,1.0,0.0
22665,1,0,0,1,2,0,2.0,1,0,82,78,76,0.0,1.0,0.0,1.0
22666,2,0,0,1,2,1,6.0,1,0,71,74,76,0.0,1.0,0.0,1.0
22667,2,6,0,0,1,1,1.0,2,2,48,63,58,1.0,0.0,1.0,0.0
22668,1,3,0,2,2,1,1.0,1,0,78,86,80,0.0,1.0,0.0,1.0
22669,3,2,1,1,2,1,1.0,2,0,57,45,50,0.0,1.0,0.0,1.0
22670,4,2,0,1,2,1,1.0,0,2,77,80,76,1.0,0.0,0.0,1.0
22671,2,0,1,1,2,1,2.0,1,2,73,93,92,1.0,0.0,0.0,1.0
22672,3,2,1,3,2,1,4.0,1,2,63,57,57,0.0,1.0,0.0,1.0
22673,0,1,1,1,0,1,0.0,1,1,51,42,37,0.0,1.0,1.0,0.0
22674,4,5,0,1,2,1,1.0,0,2,58,57,55,0.0,1.0,1.0,0.0
22675,1,3,0,2,2,0,1.0,0,0,72,62,69,0.0,1.0,0.0,1.0
22676,1,4,0,1,2,1,1.0,0,0,84,86,81,0.0,1.0,0.0,1.0
22677,3,6,1,1,2,0,2.0,1,1,62,57,52,0.0,1.0,0.0,1.0
22678,3,2,1,0,1,0,3.0,1,0,82,85,86,1.0,0.0,0.0,1.0
22679,1,1,0,1,0,1,0.0,0,0,56,60,53,0.0,1.0,1.0,0.0
22680,2,5,1,2,1,0,1.0,0,2,55,64,63,1.0,0.0,0.0,1.0
22681,2,2,1,2,2,1,1.0,0,0,78,71,68,0.0,1.0,0.0,1.0
22682,2,5,1,0,0,0,2.0,1,0,72,64,64,0.0,1.0,0.0,1.0
22683,2,6,1,1,2,0,1.0,1,2,62,73,64,1.0,0.0,1.0,0.0
22684,1,2,1,1,2,0,1.0,0,1,48,50,54,1.0,0.0,0.0,1.0
22685,2,0,1,2,2,1,2.0,1,0,80,78,75,0.0,1.0,0.0,1.0
22686,2,6,1,2,0,0,3.0,0,0,33,12,15,0.0,1.0,1.0,0.0
22687,2,0,0,1,1,0,2.0,1,0,56,57,58,0.0,1.0,1.0,0.0
22688,3,6,1,1,2,1,1.0,1,2,67,60,58,0.0,1.0,1.0,0.0
22689,2,1,0,2,2,1,1.0,0,0,51,62,66,1.0,0.0,1.0,0.0
22690,3,5,1,1,1,0,2.0,0,2,68,73,76,1.0,0.0,0.0,1.0
22691,3,6,1,1,2,1,2.0,1,2,47,46,47,0.0,1.0,1.0,0.0
22692,1,6,1,1,1,1,1.0,0,2,57,45,44,0.0,1.0,0.0,1.0
22693,3,2,1,2,2,0,3.0,0,2,67,86,85,1.0,0.0,1.0,0.0
22694,3,0,0,2,2,0,1.0,0,0,98,100,97,0.0,1.0,0.0,1.0
22695,3,2,0,1,1,1,2.0,2,2,60,70,73,1.0,0.0,0.0,1.0
22696,2,6,0,2,2,1,2.0,1,1,62,72,67,1.0,0.0,0.0,1.0
22697,3,5,1,1,2,1,2.0,0,1,65,54,58,0.0,1.0,0.0,1.0
22698,4,4,1,2,1,1,2.0,1,0,85,83,83,1.0,0.0,0.0,1.0
22699,1,0,0,0,1,1,0.0,0,1,83,94,92,1.0,0.0,0.0,1.0
22700,2,4,1,1,2,1,3.0,0,1,47,54,45,0.0,1.0,1.0,0.0
22701,2,0,0,2,0,0,1.0,0,0,75,76,69,0.0,1.0,0.0,1.0
22702,2,0,1,1,2,0,2.0,1,0,77,77,76,1.0,0.0,0.0,1.0
22703,3,1,1,1,2,1,3.0,1,0,97,83,86,0.0,1.0,0.0,1.0
22704,2,0,1,2,1,1,3.0,0,2,45,56,54,1.0,0.0,1.0,0.0
22705,4,0,1,2,1,1,0.0,2,1,47,54,59,1.0,0.0,1.0,0.0
22706,2,2,1,0,2,1,0.0,1,1,91,96,92,1.0,0.0,0.0,1.0
22707,2,3,1,1,0,0,2.0,2,1,45,43,39,0.0,1.0,0.0,1.0
22708,1,3,1,2,1,1,0.0,0,1,83,79,81,0.0,1.0,1.0,0.0
22709,0,2,0,0,0,1,1.0,2,0,52,65,66,1.0,0.0,1.0,0.0
22710,1,5,1,0,2,0,5.0,1,1,81,85,85,1.0,0.0,0.0,1.0
22711,2,6,1,0,1,1,3.0,0,0,76,75,73,1.0,0.0,0.0,1.0
22712,2,1,1,1,2,1,0.0,1,2,75,63,71,0.0,1.0,1.0,0.0
22713,3,4,1,1,2,0,2.0,0,2,80,100,95,1.0,0.0,0.0,1.0
22714,2,4,0,1,1,1,1.0,1,1,86,85,87,0.0,1.0,0.0,1.0
22715,2,0,1,2,2,1,2.0,1,2,66,80,77,1.0,0.0,0.0,1.0
22716,3,2,0,2,2,1,2.0,1,1,66,70,78,1.0,0.0,0.0,1.0
22717,1,2,0,1,2,1,2.0,1,2,71,63,59,0.0,1.0,1.0,0.0
22718,2,1,1,2,2,0,2.0,0,0,62,66,64,0.0,1.0,0.0,1.0
22719,0,0,0,1,1,0,3.0,1,1,75,62,62,0.0,1.0,0.0,1.0
22720,3,5,1,1,0,0,5.0,1,1,83,85,86,1.0,0.0,0.0,1.0
22721,3,5,0,1,1,1,0.0,2,0,71,64,67,0.0,1.0,1.0,0.0
22722,4,1,1,1,2,1,4.0,1,1,72,80,77,1.0,0.0,1.0,0.0
22723,2,0,1,2,2,0,1.0,0,0,76,74,63,0.0,1.0,0.0,1.0
22724,2,5,1,1,2,1,3.0,0,1,63,85,78,1.0,0.0,1.0,0.0
22725,3,5,0,2,2,0,4.0,1,0,88,100,100,1.0,0.0,0.0,1.0
22726,3,2,0,1,2,1,1.0,2,0,84,98,96,1.0,0.0,0.0,1.0
22727,3,4,1,1,1,0,3.0,1,0,40,40,37,0.0,1.0,1.0,0.0
22728,2,2,1,0,0,0,2.0,0,0,66,66,60,0.0,1.0,0.0,1.0
22729,2,5,0,2,0,1,1.0,0,0,64,73,78,1.0,0.0,0.0,1.0
22730,1,1,1,2,0,1,0.0,1,1,63,66,62,0.0,1.0,1.0,0.0
22731,3,5,1,2,1,1,2.0,0,1,51,45,50,0.0,1.0,1.0,0.0
22732,4,6,1,2,2,0,4.0,0,1,59,62,57,1.0,0.0,1.0,0.0
22733,0,6,0,1,0,1,1.0,0,2,77,81,75,0.0,1.0,0.0,1.0
22734,2,1,1,0,2,1,6.0,1,0,64,50,50,0.0,1.0,1.0,0.0
22735,3,2,1,2,1,0,1.0,0,2,55,62,60,1.0,0.0,0.0,1.0
22736,0,0,1,0,1,0,2.0,0,1,67,66,76,1.0,0.0,0.0,1.0
22737,1,2,0,1,1,1,1.0,1,1,70,72,72,1.0,0.0,0.0,1.0
22738,3,2,1,1,1,1,2.0,1,0,70,75,76,1.0,0.0,0.0,1.0
22739,1,2,0,1,2,0,4.0,2,0,62,81,74,1.0,0.0,1.0,0.0
22740,4,6,1,1,1,1,0.0,0,0,77,58,55,0.0,1.0,0.0,1.0
22741,1,3,1,1,2,1,2.0,2,0,53,69,66,1.0,0.0,1.0,0.0
22742,3,1,1,1,2,0,2.0,1,1,73,65,69,0.0,1.0,0.0,1.0
22743,3,2,0,1,2,1,1.0,1,1,48,53,50,0.0,1.0,1.0,0.0
22744,1,5,1,0,0,0,3.0,0,0,44,58,57,1.0,0.0,1.0,0.0
22745,4,1,1,2,2,1,2.0,1,1,92,97,92,0.0,1.0,0.0,1.0
22746,1,5,1,1,2,1,1.0,1,0,77,78,81,1.0,0.0,0.0,1.0
22747,2,2,1,1,1,1,0.0,1,1,58,67,58,0.0,1.0,1.0,0.0
22748,1,5,1,1,2,1,0.0,1,2,51,57,47,0.0,1.0,1.0,0.0
22749,2,6,1,2,2,0,1.0,0,1,73,77,68,0.0,1.0,0.0,1.0
22750,1,5,1,1,1,1,2.0,2,0,78,76,70,0.0,1.0,0.0,1.0
22751,1,0,0,2,2,1,3.0,0,0,65,80,79,1.0,0.0,1.0,0.0
22752,3,1,1,1,2,1,3.0,1,0,58,57,59,0.0,1.0,0.0,1.0
22753,2,2,1,0,1,1,4.0,0,0,48,52,47,0.0,1.0,1.0,0.0
22754,1,5,1,1,2,1,1.0,0,0,75,79,77,0.0,1.0,0.0,1.0
22755,1,0,0,1,1,0,3.0,2,1,96,99,100,1.0,0.0,0.0,1.0
22756,1,0,1,1,2,1,1.0,0,0,75,78,65,0.0,1.0,0.0,1.0
22757,2,5,1,1,0,1,4.0,0,2,72,75,78,1.0,0.0,0.0,1.0
22758,3,5,1,1,2,0,5.0,1,0,60,74,74,1.0,0.0,0.0,1.0
22759,3,0,1,1,0,1,3.0,1,0,36,51,51,1.0,0.0,1.0,0.0
22760,1,6,1,1,0,1,2.0,1,0,67,71,64,0.0,1.0,0.0,1.0
22761,3,5,1,1,1,1,2.0,2,0,43,52,52,1.0,0.0,0.0,1.0
22762,2,5,1,0,2,0,2.0,1,0,55,74,66,1.0,0.0,0.0,1.0
22763,3,4,1,1,1,0,1.0,0,1,73,80,80,1.0,0.0,0.0,1.0
22764,1,2,0,1,1,0,1.0,0,0,67,68,68,0.0,1.0,0.0,1.0
22765,0,5,1,0,0,1,0.0,1,0,65,76,71,1.0,0.0,0.0,1.0
22766,1,4,1,0,1,1,3.0,0,0,66,72,73,1.0,0.0,0.0,1.0
22767,2,1,1,1,1,1,7.0,0,1,49,53,48,0.0,1.0,1.0,0.0
22768,1,3,1,1,1,1,5.0,2,1,75,90,86,1.0,0.0,0.0,1.0
22769,2,5,1,1,2,0,3.0,1,0,48,41,41,0.0,1.0,1.0,0.0
22770,1,5,0,1,2,1,1.0,2,0,52,52,50,0.0,1.0,0.0,1.0
22771,3,4,0,1,2,0,5.0,1,1,78,93,92,1.0,0.0,0.0,1.0
22772,4,3,1,1,2,0,4.0,0,0,100,94,97,0.0,1.0,0.0,1.0
22773,2,6,1,1,1,1,1.0,1,2,37,40,37,1.0,0.0,1.0,0.0
22774,2,2,1,1,2,1,2.0,1,0,48,58,60,1.0,0.0,1.0,0.0
22775,1,4,1,2,1,0,2.0,1,1,39,56,58,1.0,0.0,1.0,0.0
22776,1,2,0,0,2,1,2.0,1,0,68,80,74,1.0,0.0,1.0,0.0
22777,3,2,1,0,1,1,1.0,1,0,44,48,59,1.0,0.0,1.0,0.0
22778,0,6,1,2,2,1,2.0,0,1,65,81,73,1.0,0.0,0.0,1.0
22779,2,1,1,0,2,1,3.0,0,1,52,60,60,1.0,0.0,0.0,1.0
22780,3,6,1,1,2,1,1.0,0,2,41,43,46,0.0,1.0,0.0,1.0
22781,2,5,0,0,2,1,0.0,0,1,64,76,80,1.0,0.0,0.0,1.0
22782,3,6,0,0,2,0,2.0,2,0,57,75,72,1.0,0.0,1.0,0.0
22783,3,1,1,1,0,1,1.0,0,1,93,81,83,0.0,1.0,0.0,1.0
22784,4,4,0,1,2,1,3.0,0,1,75,66,66,0.0,1.0,0.0,1.0
22785,4,6,0,1,2,1,0.0,0,0,86,91,95,1.0,0.0,1.0,0.0
22786,2,2,1,1,1,0,4.0,1,0,61,61,60,0.0,1.0,1.0,0.0
22787,2,3,0,1,2,1,2.0,0,2,81,92,91,1.0,0.0,0.0,1.0
22788,3,6,1,2,1,0,1.0,1,0,58,72,70,1.0,0.0,1.0,0.0
22789,3,5,0,1,2,0,4.0,1,1,55,65,75,1.0,0.0,0.0,1.0
22790,2,0,0,1,2,0,2.0,1,0,31,45,44,1.0,0.0,1.0,0.0
22791,2,5,1,1,2,1,3.0,1,1,78,76,74,0.0,1.0,0.0,1.0
22792,4,3,1,2,2,1,4.0,0,0,75,79,82,1.0,0.0,0.0,1.0
22793,2,1,0,2,2,1,2.0,2,0,80,91,99,1.0,0.0,0.0,1.0
22794,2,1,1,2,2,1,1.0,1,0,81,80,77,1.0,0.0,0.0,1.0
22795,2,6,1,1,2,1,1.0,0,0,45,58,57,1.0,0.0,1.0,0.0
22796,1,6,0,1,2,1,2.0,0,1,86,82,82,0.0,1.0,0.0,1.0
22797,2,5,1,1,2,1,5.0,1,0,53,70,65,1.0,0.0,1.0,0.0
22798,0,2,0,3,1,1,1.0,1,0,73,72,68,0.0,1.0,0.0,1.0
22799,1,5,0,2,2,1,1.0,1,1,79,72,74,0.0,1.0,0.0,1.0
22800,1,6,1,1,2,1,2.0,1,0,60,48,48,0.0,1.0,0.0,1.0
22801,1,6,0,0,1,1,5.0,0,0,63,61,56,0.0,1.0,0.0,1.0
22802,1,2,1,2,1,1,1.0,0,1,64,60,52,0.0,1.0,1.0,0.0
22803,2,6,1,2,1,0,2.0,1,0,38,34,34,0.0,1.0,1.0,0.0
22804,3,6,1,1,2,1,0.0,1,0,68,61,62,0.0,1.0,0.0,1.0
22805,2,5,0,1,2,1,4.0,1,1,79,81,86,1.0,0.0,0.0,1.0
22806,3,5,0,2,1,0,4.0,0,0,70,84,86,1.0,0.0,0.0,1.0
22807,3,6,1,0,2,1,6.0,0,0,45,36,39,0.0,1.0,0.0,1.0
22808,2,0,0,1,2,1,5.0,1,1,63,66,66,0.0,1.0,1.0,0.0
22809,2,3,1,1,1,0,2.0,0,2,70,53,56,0.0,1.0,1.0,0.0
22810,2,1,1,1,1,1,0.0,1,2,61,66,67,1.0,0.0,0.0,1.0
22811,2,0,0,1,2,1,2.0,1,1,56,59,54,0.0,1.0,1.0,0.0
22812,2,0,0,1,1,0,1.0,0,0,45,51,56,0.0,1.0,0.0,1.0
22813,4,2,1,1,2,1,4.0,0,0,53,65,58,1.0,0.0,1.0,0.0
22814,2,2,1,1,1,1,1.0,1,1,69,63,58,0.0,1.0,0.0,1.0
22815,2,4,1,1,2,0,2.0,1,0,56,51,42,0.0,1.0,1.0,0.0
22816,3,6,1,2,2,1,1.0,0,0,47,40,40,0.0,1.0,1.0,0.0
22817,3,6,0,1,1,1,1.0,0,1,60,47,50,0.0,1.0,1.0,0.0
22818,1,2,1,0,1,0,4.0,1,0,86,79,65,0.0,1.0,0.0,1.0
22819,4,6,1,1,2,1,0.0,0,2,53,35,39,0.0,1.0,0.0,1.0
22820,1,2,1,0,2,0,2.0,1,1,53,49,40,0.0,1.0,0.0,1.0
22821,2,2,1,1,1,1,6.0,0,0,65,79,77,1.0,0.0,0.0,1.0
22822,3,1,1,2,2,1,2.0,1,2,70,65,69,0.0,1.0,0.0,1.0
22823,2,1,0,0,2,0,2.0,1,0,68,75,82,0.0,1.0,0.0,1.0
22824,4,2,1,2,1,1,1.0,0,1,77,79,81,1.0,0.0,1.0,0.0
